X, Xsel, Xmax, Xmin, Xpaso, Y, Ysel, Ymax, Ymin, Ypaso, Posicion, Sesion
 -13,    0,  -13,  -13,  100,    4,    0,    4,    4,  100,    0,   -1,    0,   -1,   -1,  100
 -13,    0,  -13,  -13,  100,    4,    0,    4,    4,  100,    0,   -1,    0,   -1,   -1,  100
 -14,    0,  -13,  -14,    3,    4,    0,    4,    4,  100,    0,   -1,    0,   -1,   -1,  100
 -14,    0,  -13,  -14,    3,    4,    0,    4,    4,  100,    0,   -1,    0,   -1,   -1,  100
 -14,    0,  -13,  -14,    3,    4,    0,    4,    4,  100,    0,   -1,    0,   -1,   -1,  100
 -14,    0,  -13,  -14,    3,    4,    0,    4,    4,  100,    0,   -1,    0,   -1,   -1,  100
 -14,    0,  -13,  -14,    3,    4,    0,    4,    4,  100,    0,   -1,    0,   -1,   -1,  100
 -14,    0,  -13,  -14,    3,    4,    0,    4,    4,  100,    0,   -1,    0,   -1,   -1,  100
 -14,    0,  -13,  -14,    3,    4,    0,    4,    4,  100,    0,   -1,    0,   -1,   -1,  100
 -14,    0,  -13,  -14,    3,    4,    0,    4,    4,  100,    0,   -1,    0,   -1,   -1,  100
 -14,    0,  -13,  -14,    3,    4,    0,    4,    4,  100,    0,   -1,    0,   -1,   -1,  100
 -14,    0,  -13,  -14,    3,    5,    0,    5,    4,    3,    0,   -1,    0,   -1,   -1,  100
 -13,    0,  -13,  -14,    3,    5,    0,    5,    4,    3,    0,   -1,    0,   -1,   -1,  100
 -13,    0,  -13,  -14,    3,    5,    0,    5,    4,    3,    0,   -1,    0,   -1,   -1,  100
 -13,    0,  -13,  -14,    3,    7,    0,    7,    4,    4,    0,   -1,    0,   -1,   -1,  100
  -9,    1,   -9,  -14,    5,    8,    1,    8,    4,    4,    4,   -1,    0,   -1,   -1,  100
  -1,    1,   -1,  -14,    7,    8,    1,    8,    4,    4,    4,   -1,    0,   -1,   -1,  100
   1,    1,    1,  -14,    8,   11,    1,   11,    4,    5,    4,   -1,    0,   -1,   -1,  100
   9,    2,    9,  -14,   11,   11,    1,   11,    4,    5,    5,   -1,    0,   -1,   -1,  100
  19,    2,   19,  -14,   14,   11,    1,   11,    4,    5,    5,   -1,    0,   -1,   -1,  100
  28,    2,   28,  -14,   17,   10,    1,   11,    4,    5,    5,   -1,    0,   -1,   -1,  100
  35,    2,   35,  -14,   19,    8,    0,   11,    4,    5,    2,   -1,    0,   -1,   -1,  100
  38,    2,   38,  -14,   20,    7,    0,   11,    4,    5,    2,   -1,    0,   -1,   -1,  100
  39,    2,   39,  -14,   21,    6,    0,   11,    4,    5,    2,   -1,    0,   -1,   -1,  100
  40,    2,   40,  -14,   21,    5,    0,   11,    4,    5,    2,   -1,    0,   -1,   -1,  100
  42,    2,   42,  -14,   22,    3,    0,   11,    3,    6,    2,   -1,    0,   -1,   -1,  100
  46,    2,   46,  -14,   23,    3,    0,   11,    3,    6,    2,   -1,    0,   -1,   -1,  100
  46,    2,   46,  -14,   23,    3,    0,   11,    3,    6,    2,   -1,    0,   -1,   -1,  100
  46,    2,   46,  -14,   23,    4,    0,   11,    3,    6,    2,   -1,    0,   -1,   -1,  100
  44,    2,   46,  -14,   23,    4,    0,   11,    3,    6,    2,   -1,    0,   -1,   -1,  100
  40,    2,   46,  -14,   23,    5,    0,   11,    3,    6,    2,   -1,    0,   -1,   -1,  100
  39,    2,   46,  -14,   23,    5,    0,   11,    3,    6,    2,   -1,    0,   -1,   -1,  100
  36,    2,   46,  -14,   23,    5,    0,   11,    3,    6,    2,   -1,    0,   -1,   -1,  100
  27,    1,   46,  -14,   23,    6,    0,   11,    3,    6,    1,   -1,    0,   -1,   -1,  100
  24,    1,   46,  -14,   23,    7,    0,   11,    3,    6,    1,   -1,    0,   -1,   -1,  100
  23,    1,   46,  -14,   23,    8,    0,   11,    3,    6,    1,   -1,    0,   -1,   -1,  100
  15,    1,   46,  -14,   23,    8,    0,   11,    3,    6,    1,   -1,    0,   -1,   -1,  100
   8,    0,   46,  -14,   23,    8,    0,   11,    3,    6,    0,   -1,    0,   -1,   -1,  100
   3,    0,   46,  -14,   23,    8,    0,   11,    3,    6,    0,   -1,    0,   -1,   -1,  100
  -2,    0,   46,  -14,   23,    8,    0,   11,    3,    6,    0,   -1,    0,   -1,   -1,  100
  -9,    0,   46,  -14,   23,    8,    0,   11,    3,    6,    0,   -1,    0,   -1,   -1,  100
